"customer","tariff","from","to","v4","v5","v6","v7"
"All Customers","Luton (Depot to Depot)","TW4 6NF","SE15 1LR","140.00","0.00","",
"All Customers","Luton (Depot to Depot)","TW4 6NF","SO15 0LD","198.00","0.00","",
"All Customers","LWB","B90 4QU","BS32 4RX","102.00","0.00","",
"All Customers","LWB","B90 4QU","CF37 5UA","184.00","0.00","",
"All Customers","LWB","B90 4QU","CM20 2DH","218.00","0.00","",
"All Customers","LWB","B90 4QU","CR4 4HR","206.00","0.00","",
"All Customers","LWB","B90 4QU","DE24 8UT","88.00","0.00","",
"All Customers","LWB","B90 4QU","E6 7FF","196.00","0.00","",
"All Customers","LWB","B90 4QU","HU8 8BZ","218.00","0.00","",
"All Customers","LWB","B90 4QU","L20 8EL","190.00","0.00","",
"All Customers","LWB","B90 4QU","LS12 6BS","196.00","0.00","",
"All Customers","LWB","B90 4QU","M17 1GJ","168.00","0.00","",
"All Customers","LWB","B90 4QU","ME20 7XB","241.00","0.00","",
"All Customers","LWB","B90 4QU","NE11 0JH","298.00","0.00","",
"All Customers","LWB","B90 4QU","PE27 3LE","119.00","0.00","",
"All Customers","LWB","B90 4QU","RG2 0TG","162.00","0.00","",
"All Customers","LWB","B90 4QU","RH10 9PY","218.00","0.00","",
"All Customers","LWB","B90 4QU","S9 5FZ","119.00","0.00","",
"All Customers","LWB","B90 4QU","SE15 1LR","184.00","0.00","",
"All Customers","LWB","B90 4QU","SO15 0LD","196.00","0.00","",
"All Customers","LWB","B90 4QU","TW4 6NF","162.00","0.00","",
"All Customers","LWB","BS32 4RX","B90 4QU","102.00","0.00","",
"All Customers","LWB","BS32 4RX","CM20 2DH","241.00","0.00","",
"All Customers","LWB","BS32 4RX","CR4 4HR","192.00","0.00","",
"All Customers","LWB","BS32 4RX","DE24 8UT","204.00","0.00","",
"All Customers","LWB","BS32 4RX","E6 7FF","241.00","0.00","",
"All Customers","LWB","BS32 4RX","HU8 8BZ","326.00","0.00","",
"All Customers","LWB","BS32 4RX","L20 8EL","270.00","0.00","",
"All Customers","LWB","BS32 4RX","LS12 6BS","298.00","0.00","",
"All Customers","LWB","BS32 4RX","M17 1GJ","248.00","0.00","",
"All Customers","LWB","BS32 4RX","ME20 7XB","241.00","0.00","",
"All Customers","LWB","BS32 4RX","NE11 0JH","413.00","0.00","",
"All Customers","LWB","BS32 4RX","PE27 3LE","241.00","0.00","",
"All Customers","LWB","BS32 4RX","RG2 0TG","160.00","0.00","",
"All Customers","LWB","BS32 4RX","RH10 9PY","209.00","0.00","",
"All Customers","LWB","BS32 4RX","S9 5FZ","255.00","0.00","",
"All Customers","LWB","BS32 4RX","SE15 1LR","190.00","0.00","",
"All Customers","LWB","BS32 4RX","SO15 0LD","172.00","0.00","",
"All Customers","LWB","BS32 4RX","TW4 6NF","172.00","0.00","",
"All Customers","LWB","CF37 5UA","B90 4QU","192.00","0.00","",
"All Customers","LWB","CF37 5UA","CM20 2DH","299.00","0.00","",
"All Customers","LWB","CF37 5UA","CR4 4HR","241.00","0.00","",
"All Customers","LWB","CF37 5UA","DE24 8UT","238.00","0.00","",
"All Customers","LWB","CF37 5UA","E6 7FF","255.00","0.00","",
"All Customers","LWB","CF37 5UA","HU8 8BZ","369.00","0.00","",
"All Customers","LWB","CF37 5UA","L20 8EL","255.00","0.00","",
"All Customers","LWB","CF37 5UA","LS12 6BS","340.00","0.00","",
"All Customers","LWB","CF37 5UA","M17 1GJ","299.00","0.00","",
"All Customers","LWB","CF37 5UA","ME20 7XB","286.00","0.00","",
"All Customers","LWB","CF37 5UA","NE11 0JH","459.00","0.00","",
"All Customers","LWB","CF37 5UA","PE27 3LE","298.00","0.00","",
"All Customers","LWB","CF37 5UA","RG2 0TG","185.00","0.00","",
"All Customers","LWB","CF37 5UA","RH10 9PY","255.00","0.00","",
"All Customers","LWB","CF37 5UA","SE15 1LR","241.00","0.00","",
"All Customers","LWB","CF37 5UA","SO15 0LD","218.00","0.00","",
"All Customers","LWB","CF37 5UA","TW4 6NF","218.00","0.00","",
"All Customers","LWB","CM20 2DH","B90 4QU","223.00","0.00","",
"All Customers","LWB","CM20 2DH","BS32 4RX","256.00","0.00","",
"All Customers","LWB","CM20 2DH","CF37 5UA","286.00","0.00","",
"All Customers","LWB","CM20 2DH","DE24 8UT","223.00","0.00","",
"All Customers","LWB","CM20 2DH","HU8 8BZ","286.00","0.00","",
"All Customers","LWB","CM20 2DH","L20 8EL","346.00","0.00","",
"All Customers","LWB","CM20 2DH","LS12 6BS","302.00","0.00","",
"All Customers","LWB","CM20 2DH","M17 1GJ","329.00","0.00","",
"All Customers","LWB","CM20 2DH","ME20 7XB","94.00","0.00","",
"All Customers","LWB","CM20 2DH","NE11 0JH","405.00","0.00","",
"All Customers","LWB","CM20 2DH","PE27 3LE","94.00","0.00","",
"All Customers","LWB","CM20 2DH","RG2 0TG","126.00","0.00","",
"All Customers","LWB","CM20 2DH","RH10 9PY","108.00","0.00","",
"All Customers","LWB","CM20 2DH","S9 5FZ","256.00","0.00","",
"All Customers","LWB","CM20 2DH","SO15 0LD","202.00","0.00","",
"All Customers","LWB","CR4 4HR","B90 4QU","216.00","0.00","",
"All Customers","LWB","CR4 4HR","BS32 4RX","207.00","0.00","",
"All Customers","LWB","CR4 4HR","CF37 5UA","256.00","0.00","",
"All Customers","LWB","CR4 4HR","CM20 2DH","94.00","0.00","",
"All Customers","LWB","CR4 4HR","DE24 8UT","238.00","0.00","",
"All Customers","LWB","CR4 4HR","HU8 8BZ","376.00","0.00","",
"All Customers","LWB","CR4 4HR","L20 8EL","360.00","0.00","",
"All Customers","LWB","CR4 4HR","LS12 6BS","346.00","0.00","",
"All Customers","LWB","CR4 4HR","M17 1GJ","346.00","0.00","",
"All Customers","LWB","CR4 4HR","ME20 7XB","85.00","0.00","",
"All Customers","LWB","CR4 4HR","NE11 0JH","452.00","0.00","",
"All Customers","LWB","CR4 4HR","PE27 3LE","171.00","0.00","",
"All Customers","LWB","CR4 4HR","RG2 0TG","85.00","0.00","",
"All Customers","LWB","CR4 4HR","RH10 9PY","85.00","0.00","",
"All Customers","LWB","CR4 4HR","S9 5FZ","302.00","0.00","",
"All Customers","LWB","CR4 4HR","SO15 0LD","108.00","0.00","",
"All Customers","LWB","DE24 8UT","B90 4QU","88.00","0.00","",
"All Customers","LWB","DE24 8UT","BS32 4RX","204.00","0.00","",
"All Customers","LWB","DE24 8UT","CF37 5UA","241.00","0.00","",
"All Customers","LWB","DE24 8UT","CM20 2DH","214.00","0.00","",
"All Customers","LWB","DE24 8UT","CR4 4HR","224.00","0.00","",
"All Customers","LWB","DE24 8UT","E6 7FF","221.00","0.00","",
"All Customers","LWB","DE24 8UT","HU8 8BZ","156.00","0.00","",
"All Customers","LWB","DE24 8UT","L20 8EL","160.00","0.00","",
"All Customers","LWB","DE24 8UT","LS12 6BS","158.00","0.00","",
"All Customers","LWB","DE24 8UT","M17 1GJ","119.00","0.00","",
"All Customers","LWB","DE24 8UT","ME20 7XB","255.00","0.00","",
"All Customers","LWB","DE24 8UT","NE11 0JH","241.00","0.00","",
"All Customers","LWB","DE24 8UT","PE27 3LE","155.00","0.00","",
"All Customers","LWB","DE24 8UT","RG2 0TG","221.00","0.00","",
"All Customers","LWB","DE24 8UT","RH10 9PY","241.00","0.00","",
"All Customers","LWB","DE24 8UT","S9 5FZ","75.00","0.00","",
"All Customers","LWB","DE24 8UT","SE15 1LR","202.00","0.00","",
"All Customers","LWB","DE24 8UT","SO15 0LD","255.00","0.00","",
"All Customers","LWB","DE24 8UT","TW4 6NF","235.00","0.00","",
"All Customers","LWB","E6 7FF","B90 4QU","207.00","0.00","",
"All Customers","LWB","E6 7FF","BS32 4RX","256.00","0.00","",
"All Customers","LWB","E6 7FF","CF37 5UA","317.00","0.00","",
"All Customers","LWB","E6 7FF","DE24 8UT","234.00","0.00","",
"All Customers","LWB","E6 7FF","HU8 8BZ","317.00","0.00","",
"All Customers","LWB","E6 7FF","L20 8EL","360.00","0.00","",
"All Customers","LWB","E6 7FF","LS12 6BS","315.00","0.00","",
"All Customers","LWB","E6 7FF","M17 1GJ","329.00","0.00","",
"All Customers","LWB","E6 7FF","ME20 7XB","85.00","0.00","",
"All Customers","LWB","E6 7FF","NE11 0JH","421.00","0.00","",
"All Customers","LWB","E6 7FF","PE27 3LE","126.00","0.00","",
"All Customers","LWB","E6 7FF","RG2 0TG","108.00","0.00","",
"All Customers","LWB","E6 7FF","RH10 9PY","94.00","0.00","",
"All Customers","LWB","E6 7FF","S9 5FZ","286.00","0.00","",
"All Customers","LWB","E6 7FF","SO15 0LD","205.00","0.00","",
"All Customers","LWB","HU8 8BZ","B90 4QU","211.00","0.00","",
"All Customers","LWB","HU8 8BZ","BS32 4RX","317.00","0.00","",
"All Customers","LWB","HU8 8BZ","CF37 5UA","358.00","0.00","",
"All Customers","LWB","HU8 8BZ","CM20 2DH","262.00","0.00","",
"All Customers","LWB","HU8 8BZ","CR4 4HR","345.00","0.00","",
"All Customers","LWB","HU8 8BZ","DE24 8UT","152.00","0.00","",
"All Customers","LWB","HU8 8BZ","E6 7FF","290.00","0.00","",
"All Customers","LWB","HU8 8BZ","L20 8EL","196.00","0.00","",
"All Customers","LWB","HU8 8BZ","LS12 6BS","99.00","0.00","",
"All Customers","LWB","HU8 8BZ","M17 1GJ","163.00","0.00","",
"All Customers","LWB","HU8 8BZ","ME20 7XB","317.00","0.00","",
"All Customers","LWB","HU8 8BZ","NE11 0JH","211.00","0.00","",
"All Customers","LWB","HU8 8BZ","PE27 3LE","200.00","0.00","",
"All Customers","LWB","HU8 8BZ","RG2 0TG","302.00","0.00","",
"All Customers","LWB","HU8 8BZ","RH10 9PY","330.00","0.00","",
"All Customers","LWB","HU8 8BZ","S9 5FZ","116.00","0.00","",
"All Customers","LWB","HU8 8BZ","SE15 1LR","289.00","0.00","",
"All Customers","LWB","HU8 8BZ","SO15 0LD","345.00","0.00","",
"All Customers","LWB","HU8 8BZ","TW4 6NF","289.00","0.00","",
"All Customers","LWB","L20 8EL","B90 4QU","185.00","0.00","",
"All Customers","LWB","L20 8EL","BS32 4RX","248.00","0.00","",
"All Customers","LWB","L20 8EL","CF37 5UA","248.00","0.00","",
"All Customers","LWB","L20 8EL","CM20 2DH","317.00","0.00","",
"All Customers","LWB","L20 8EL","CR4 4HR","345.00","0.00","",
"All Customers","LWB","L20 8EL","DE24 8UT","155.00","0.00","",
"All Customers","LWB","L20 8EL","E6 7FF","330.00","0.00","",
"All Customers","LWB","L20 8EL","HU8 8BZ","196.00","0.00","",
"All Customers","LWB","L20 8EL","LS12 6BS","116.00","0.00","",
"All Customers","LWB","L20 8EL","ME20 7XB","371.00","0.00","",
"All Customers","LWB","L20 8EL","NE11 0JH","248.00","0.00","",
"All Customers","LWB","L20 8EL","PE27 3LE","262.00","0.00","",
"All Customers","LWB","L20 8EL","RG2 0TG","302.00","0.00","",
"All Customers","LWB","L20 8EL","RH10 9PY","345.00","0.00","",
"All Customers","LWB","L20 8EL","S9 5FZ","168.00","0.00","",
"All Customers","LWB","L20 8EL","SE15 1LR","317.00","0.00","",
"All Customers","LWB","L20 8EL","SO15 0LD","345.00","0.00","",
"All Customers","LWB","L20 8EL","TW4 6NF","302.00","0.00","",
"All Customers","LWB","LS12 6BS","B90 4QU","190.00","0.00","",
"All Customers","LWB","LS12 6BS","BS32 4RX","289.00","0.00","",
"All Customers","LWB","LS12 6BS","CF37 5UA","330.00","0.00","",
"All Customers","LWB","LS12 6BS","CM20 2DH","277.00","0.00","",
"All Customers","LWB","LS12 6BS","CR4 4HR","317.00","0.00","",
"All Customers","LWB","LS12 6BS","DE24 8UT","155.00","0.00","",
"All Customers","LWB","LS12 6BS","E6 7FF","289.00","0.00","",
"All Customers","LWB","LS12 6BS","HU8 8BZ","99.00","0.00","",
"All Customers","LWB","LS12 6BS","L20 8EL","116.00","0.00","",
"All Customers","LWB","LS12 6BS","M17 1GJ","73.00","0.00","",
"All Customers","LWB","LS12 6BS","ME20 7XB","317.00","0.00","",
"All Customers","LWB","LS12 6BS","NE11 0JH","157.00","0.00","",
"All Customers","LWB","LS12 6BS","PE27 3LE","211.00","0.00","",
"All Customers","LWB","LS12 6BS","RG2 0TG","302.00","0.00","",
"All Customers","LWB","LS12 6BS","RH10 9PY","330.00","0.00","",
"All Customers","LWB","LS12 6BS","SE15 1LR","289.00","0.00","",
"All Customers","LWB","LS12 6BS","SO15 0LD","330.00","0.00","",
"All Customers","LWB","LS12 6BS","TW4 6NF","290.00","0.00","",
"All Customers","LWB","M17 1GJ","B90 4QU","162.00","0.00","",
"All Customers","LWB","M17 1GJ","BS32 4RX","234.00","0.00","",
"All Customers","LWB","M17 1GJ","CF37 5UA","277.00","0.00","",
"All Customers","LWB","M17 1GJ","CM20 2DH","302.00","0.00","",
"All Customers","LWB","M17 1GJ","CR4 4HR","317.00","0.00","",
"All Customers","LWB","M17 1GJ","DE24 8UT","116.00","0.00","",
"All Customers","LWB","M17 1GJ","E6 7FF","302.00","0.00","",
"All Customers","LWB","M17 1GJ","HU8 8BZ","165.00","0.00","",
"All Customers","LWB","M17 1GJ","LS12 6BS","73.00","0.00","",
"All Customers","LWB","M17 1GJ","ME20 7XB","345.00","0.00","",
"All Customers","LWB","M17 1GJ","PE27 3LE","248.00","0.00","",
"All Customers","LWB","M17 1GJ","RG2 0TG","289.00","0.00","",
"All Customers","LWB","M17 1GJ","RH10 9PY","330.00","0.00","",
"All Customers","LWB","M17 1GJ","S9 5FZ","99.00","0.00","",
"All Customers","LWB","M17 1GJ","SE15 1LR","302.00","0.00","",
"All Customers","LWB","M17 1GJ","SO15 0LD","317.00","0.00","",
"All Customers","LWB","M17 1GJ","TW4 6NF","289.00","0.00","",
"All Customers","LWB","ME20 7XB","B90 4QU","256.00","0.00","",
"All Customers","LWB","ME20 7XB","BS32 4RX","256.00","0.00","",
"All Customers","LWB","ME20 7XB","CF37 5UA","302.00","0.00","",
"All Customers","LWB","ME20 7XB","DE24 8UT","270.00","0.00","",
"All Customers","LWB","ME20 7XB","HU8 8BZ","346.00","0.00","",
"All Customers","LWB","ME20 7XB","L20 8EL","391.00","0.00","",
"All Customers","LWB","ME20 7XB","LS12 6BS","346.00","0.00","",
"All Customers","LWB","ME20 7XB","M17 1GJ","376.00","0.00","",
"All Customers","LWB","ME20 7XB","NE11 0JH","468.00","0.00","",
"All Customers","LWB","ME20 7XB","PE27 3LE","166.00","0.00","",
"All Customers","LWB","ME20 7XB","RG2 0TG","166.00","0.00","",
"All Customers","LWB","ME20 7XB","RH10 9PY","85.00","0.00","",
"All Customers","LWB","ME20 7XB","S9 5FZ","315.00","0.00","",
"All Customers","LWB","ME20 7XB","SO15 0LD","185.00","0.00","",
"All Customers","LWB","ME20 7XB","TW4 6NF","108.00","0.00","",
"All Customers","LWB","NE11 0JH","B90 4QU","280.00","0.00","",
"All Customers","LWB","NE11 0JH","BS32 4RX","389.00","0.00","",
"All Customers","LWB","NE11 0JH","CF37 5UA","443.00","0.00","",
"All Customers","LWB","NE11 0JH","CM20 2DH","360.00","0.00","",
"All Customers","LWB","NE11 0JH","CR4 4HR","416.00","0.00","",
"All Customers","LWB","NE11 0JH","DE24 8UT","227.00","0.00","",
"All Customers","LWB","NE11 0JH","E6 7FF","389.00","0.00","",
"All Customers","LWB","NE11 0JH","HU8 8BZ","206.00","0.00","",
"All Customers","LWB","NE11 0JH","L20 8EL","240.00","0.00","",
"All Customers","LWB","NE11 0JH","LS12 6BS","150.00","0.00","",
"All Customers","LWB","NE11 0JH","M17 1GJ","208.00","0.00","",
"All Customers","LWB","NE11 0JH","ME20 7XB","442.00","0.00","",
"All Customers","LWB","NE11 0JH","PE27 3LE","293.00","0.00","",
"All Customers","LWB","NE11 0JH","RG2 0TG","402.00","0.00","",
"All Customers","LWB","NE11 0JH","RH10 9PY","432.00","0.00","",
"All Customers","LWB","NE11 0JH","S9 5FZ","190.00","0.00","",
"All Customers","LWB","NE11 0JH","SE15 1LR","389.00","0.00","",
"All Customers","LWB","NE11 0JH","SO15 0LD","443.00","0.00","",
"All Customers","LWB","NE11 0JH","TW4 6NF","389.00","0.00","",
"All Customers","LWB","PE27 3LE","B90 4QU","126.00","0.00","",
"All Customers","LWB","PE27 3LE","BS32 4RX","270.00","0.00","",
"All Customers","LWB","PE27 3LE","CF37 5UA","317.00","0.00","",
"All Customers","LWB","PE27 3LE","CM20 2DH","94.00","0.00","",
"All Customers","LWB","PE27 3LE","DE24 8UT","164.00","0.00","",
"All Customers","LWB","PE27 3LE","E6 7FF","126.00","0.00","",
"All Customers","LWB","PE27 3LE","HU8 8BZ","218.00","0.00","",
"All Customers","LWB","PE27 3LE","L20 8EL","286.00","0.00","",
"All Customers","LWB","PE27 3LE","LS12 6BS","230.00","0.00","",
"All Customers","LWB","PE27 3LE","M17 1GJ","270.00","0.00","",
"All Customers","LWB","PE27 3LE","ME20 7XB","164.00","0.00","",
"All Customers","LWB","PE27 3LE","NE11 0JH","329.00","0.00","",
"All Customers","LWB","PE27 3LE","RG2 0TG","108.00","0.00","",
"All Customers","LWB","PE27 3LE","S9 5FZ","196.00","0.00","",
"All Customers","LWB","PE27 3LE","SE15 1LR","166.00","0.00","",
"All Customers","LWB","PE27 3LE","SO15 0LD","230.00","0.00","",
"All Customers","LWB","PE27 3LE","TW4 6NF","126.00","0.00","",
"All Customers","LWB","RG2 0TG","B90 4QU","171.00","0.00","",
"All Customers","LWB","RG2 0TG","BS32 4RX","169.00","0.00","",
"All Customers","LWB","RG2 0TG","CM20 2DH","167.00","0.00","",
"All Customers","LWB","RG2 0TG","DE24 8UT","230.00","0.00","",
"All Customers","LWB","RG2 0TG","E6 7FF","108.00","0.00","",
"All Customers","LWB","RG2 0TG","HU8 8BZ","376.00","0.00","",
"All Customers","LWB","RG2 0TG","L20 8EL","329.00","0.00","",
"All Customers","LWB","RG2 0TG","LS12 6BS","346.00","0.00","",
"All Customers","LWB","RG2 0TG","M17 1GJ","315.00","0.00","",
"All Customers","LWB","RG2 0TG","ME20 7XB","166.00","0.00","",
"All Customers","LWB","RG2 0TG","NE11 0JH","468.00","0.00","",
"All Customers","LWB","RG2 0TG","RH10 9PY","94.00","0.00","",
"All Customers","LWB","RG2 0TG","S9 5FZ","286.00","0.00","",
"All Customers","LWB","RG2 0TG","SO15 0LD","79.00","0.00","",
"All Customers","LWB","RH10 9PY","B90 4QU","227.00","0.00","",
"All Customers","LWB","RH10 9PY","BS32 4RX","223.00","0.00","",
"All Customers","LWB","RH10 9PY","CF37 5UA","286.00","0.00","",
"All Customers","LWB","RH10 9PY","CM20 2DH","108.00","0.00","",
"All Customers","LWB","RH10 9PY","DE24 8UT","263.00","0.00","",
"All Customers","LWB","RH10 9PY","E6 7FF","94.00","0.00","",
"All Customers","LWB","RH10 9PY","HU8 8BZ","360.00","0.00","",
"All Customers","LWB","RH10 9PY","L20 8EL","391.00","0.00","",
"All Customers","LWB","RH10 9PY","LS12 6BS","360.00","0.00","",
"All Customers","LWB","RH10 9PY","M17 1GJ","437.00","0.00","",
"All Customers","LWB","RH10 9PY","ME20 7XB","85.00","0.00","",
"All Customers","LWB","RH10 9PY","NE11 0JH","486.00","0.00","",
"All Customers","LWB","RH10 9PY","PE27 3LE","189.00","0.00","",
"All Customers","LWB","RH10 9PY","RG2 0TG","108.00","0.00","",
"All Customers","LWB","RH10 9PY","S9 5FZ","346.00","0.00","",
"All Customers","LWB","RH10 9PY","SO15 0LD","126.00","0.00","",
"All Customers","LWB","S9 5FZ","B90 4QU","116.00","0.00","",
"All Customers","LWB","S9 5FZ","BS32 4RX","248.00","0.00","",
"All Customers","LWB","S9 5FZ","CF37 5UA","289.00","0.00","",
"All Customers","LWB","S9 5FZ","CM20 2DH","248.00","0.00","",
"All Customers","LWB","S9 5FZ","CR4 4HR","290.00","0.00","",
"All Customers","LWB","S9 5FZ","DE24 8UT","73.00","0.00","",
"All Customers","LWB","S9 5FZ","E6 7FF","262.00","0.00","",
"All Customers","LWB","S9 5FZ","HU8 8BZ","99.00","0.00","",
"All Customers","LWB","S9 5FZ","L20 8EL","168.00","0.00","",
"All Customers","LWB","S9 5FZ","M17 1GJ","99.00","0.00","",
"All Customers","LWB","S9 5FZ","ME20 7XB","289.00","0.00","",
"All Customers","LWB","S9 5FZ","NE11 0JH","190.00","0.00","",
"All Customers","LWB","S9 5FZ","PE27 3LE","188.00","0.00","",
"All Customers","LWB","S9 5FZ","RG2 0TG","262.00","0.00","",
"All Customers","LWB","S9 5FZ","RH10 9PY","289.00","0.00","",
"All Customers","LWB","S9 5FZ","SE15 1LR","277.00","0.00","",
"All Customers","LWB","S9 5FZ","SO15 0LD","289.00","0.00","",
"All Customers","LWB","S9 5FZ","TW4 6NF","248.00","0.00","",
"All Customers","LWB","SE15 1LR","B90 4QU","198.00","0.00","",
"All Customers","LWB","SE15 1LR","BS32 4RX","207.00","0.00","",
"All Customers","LWB","SE15 1LR","DE24 8UT","218.00","0.00","",
"All Customers","LWB","SE15 1LR","HU8 8BZ","315.00","0.00","",
"All Customers","LWB","SE15 1LR","L20 8EL","346.00","0.00","",
"All Customers","LWB","SE15 1LR","LS12 6BS","315.00","0.00","",
"All Customers","LWB","SE15 1LR","M17 1GJ","315.00","0.00","",
"All Customers","LWB","SE15 1LR","ME20 7XB","85.00","0.00","",
"All Customers","LWB","SE15 1LR","NE11 0JH","437.00","0.00","",
"All Customers","LWB","SE15 1LR","PE27 3LE","166.00","0.00","",
"All Customers","LWB","SE15 1LR","RG2 0TG","79.00","0.00","",
"All Customers","LWB","SE15 1LR","RH10 9PY","85.00","0.00","",
"All Customers","LWB","SE15 1LR","S9 5FZ","286.00","0.00","",
"All Customers","LWB","SE15 1LR","SO15 0LD","126.00","0.00","",
"All Customers","LWB","SO15 0LD","B90 4QU","206.00","0.00","",
"All Customers","LWB","SO15 0LD","BS32 4RX","162.00","0.00","",
"All Customers","LWB","SO15 0LD","CF37 5UA","218.00","0.00","",
"All Customers","LWB","SO15 0LD","CM20 2DH","192.00","0.00","",
"All Customers","LWB","SO15 0LD","CR4 4HR","102.00","0.00","",
"All Customers","LWB","SO15 0LD","DE24 8UT","241.00","0.00","",
"All Customers","LWB","SO15 0LD","E6 7FF","170.00","0.00","",
"All Customers","LWB","SO15 0LD","HU8 8BZ","369.00","0.00","",
"All Customers","LWB","SO15 0LD","L20 8EL","355.00","0.00","",
"All Customers","LWB","SO15 0LD","LS12 6BS","340.00","0.00","",
"All Customers","LWB","SO15 0LD","M17 1GJ","326.00","0.00","",
"All Customers","LWB","SO15 0LD","ME20 7XB","185.00","0.00","",
"All Customers","LWB","SO15 0LD","NE11 0JH","471.00","0.00","",
"All Customers","LWB","SO15 0LD","PE27 3LE","235.00","0.00","",
"All Customers","LWB","SO15 0LD","RG2 0TG","75.00","0.00","",
"All Customers","LWB","SO15 0LD","RH10 9PY","155.00","0.00","",
"All Customers","LWB","SO15 0LD","SE15 1LR","102.00","0.00","",
"All Customers","LWB","SO15 0LD","TW4 6NF","119.00","0.00","",
"All Customers","LWB","TW4 6NF","B90 4QU","176.00","0.00","",
"All Customers","LWB","TW4 6NF","BS32 4RX","180.00","0.00","",
"All Customers","LWB","TW4 6NF","CF37 5UA","234.00","0.00","",
"All Customers","LWB","TW4 6NF","DE24 8UT","212.00","0.00","",
"All Customers","LWB","TW4 6NF","HU8 8BZ","346.00","0.00","",
"All Customers","LWB","TW4 6NF","L20 8EL","329.00","0.00","",
"All Customers","LWB","TW4 6NF","LS12 6BS","315.00","0.00","",
"All Customers","LWB","TW4 6NF","M17 1GJ","315.00","0.00","",
"All Customers","LWB","TW4 6NF","ME20 7XB","108.00","0.00","",
"All Customers","LWB","TW4 6NF","NE11 0JH","437.00","0.00","",
"All Customers","LWB","TW4 6NF","PE27 3LE","169.00","0.00","",
"All Customers","LWB","TW4 6NF","RG2 0TG","85.00","0.00","",
"All Customers","LWB","TW4 6NF","RH10 9PY","85.00","0.00","",
"All Customers","LWB","TW4 6NF","S9 5FZ","270.00","0.00","",
"All Customers","LWB","TW4 6NF","SO15 0LD","126.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","BS32 4RX","102.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","CF37 5UA","184.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","CM20 2DH","218.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","CR4 4HR","206.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","DE24 8UT","88.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","E6 7FF","196.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","HU8 8BZ","218.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","L20 8EL","190.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","LS12 6BS","196.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","M17 1GJ","168.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","ME20 7XB","241.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","NE11 0JH","298.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","PE27 3LE","119.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","RG2 0TG","162.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","RH10 9PY","218.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","SE15 1LR","184.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","SO15 0LD","196.00","0.00","",
"All Customers","LWB (Depot to Depot)","B90 4QU","TW4 6NF","162.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","B90 4QU","102.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","CF37 5UA","70.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","CM20 2DH","241.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","CR4 4HR","192.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","DE24 8UT","204.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","E6 7FF","241.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","HU8 8BZ","326.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","L20 8EL","270.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","LS12 6BS","298.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","M17 1GJ","248.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","ME20 7XB","241.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","NE11 0JH","413.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","PE27 3LE","241.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","RG2 0TG","160.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","RH10 9PY","209.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","SE15 1LR","190.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","SO15 0LD","172.00","0.00","",
"All Customers","LWB (Depot to Depot)","BS32 4RX","TW4 6NF","172.00","0.00","",
"All Customers","LWB (Depot to Depot)","CF37 5UA","B90 4QU","192.00","0.00","",
"All Customers","LWB (Depot to Depot)","CF37 5UA","BS32 4RX","70.00","0.00","",
"All Customers","LWB (Depot to Depot)","CF37 5UA","CM20 2DH","299.00","0.00","",
"All Customers","LWB (Depot to Depot)","CF37 5UA","CR4 4HR","241.00","0.00","",
