"customer","tariff","from_region","to_region","price","cost","col6","col7"
"All Customers","XLWB Regional Tariff","Midlands","Wales","46.00","71.50","1.56",""
"All Customers","XLWB Regional Tariff","Midlands","Yorkshire and the Humber","46.00","71.50","1.56",""
"All Customers","Luton Regional Tariff","Midlands","Scotland","67.00","104.00","1.56",""
"All Customers","XLWB Regional Tariff","North East","Scotland","46.00","71.50","1.56",""
"All Customers","XLWB Regional Tariff","North East","Yorkshire and the Humber","46.00","71.50","1.56",""
"All Customers","Luton Regional Tariff","North East","East of England","63.00","97.50","1.56",""
"All Customers","Luton Regional Tariff","North East","South East","63.00","97.50","1.56",""
"All Customers","Luton Regional Tariff","North East","South West","63.00","97.50","1.56",""
"All Customers","LWB Regional Tariff","North West","Wales","38.00","58.50","1.56",""
"All Customers","XLWB Regional Tariff","North West","Wales","42.00","65.00","1.56",""
"All Customers","SWB Regional Tariff","Scotland","Scotland","38.00","58.50","1.56",""
"All Customers","XLWB Regional Tariff","Scotland","North East","50.00","78.00","1.56",""
"All Customers","Luton Regional Tariff","Scotland","North East","79.00","123.50","1.56",""
"All Customers","XLWB Regional Tariff","South East","South West","50.00","78.00","1.56",""
"All Customers","Luton Regional Tariff","South East","North East","71.00","110.50","1.56",""
"All Customers","LWB Regional Tariff","South West","Greater London","42.00","65.00","1.56",""
"All Customers","LWB Regional Tariff","South West","South East","42.00","65.00","1.56",""
"All Customers","XLWB Regional Tariff","South West","Midlands","42.00","65.00","1.56",""
"All Customers","Luton Regional Tariff","South West","Scotland","71.00","110.50","1.56",""
"All Customers","XLWB Regional Tariff","Wales","Scotland","46.00","71.50","1.56",""
"All Customers","XLWB Regional Tariff","Yorkshire and the Humber","Midlands","38.00","58.50","1.56",""
"All Customers","XLWB Regional Tariff","Yorkshire and the Humber","North East","38.00","58.50","1.56",""
"All Customers","LWB Regional Tariff","East of England","South East","44.00","71.50","1.63",""
"All Customers","Luton Regional Tariff","East of England","North West","68.00","110.50","1.63",""
"All Customers","Luton Regional Tariff","East of England","Scotland","68.00","110.50","1.63",""
"All Customers","XLWB Regional Tariff","Greater London","East of England","48.00","78.00","1.63",""
"All Customers","Luton Regional Tariff","Greater London","Yorkshire and the Humber","64.00","104.00","1.63",""
"All Customers","LWB Regional Tariff","North East","Scotland","36.00","58.50","1.63",""
"All Customers","Luton Regional Tariff","North East","Midlands","60.00","97.50","1.63",""
"All Customers","Luton Regional Tariff","North East","Greater London","60.00","97.50","1.63",""
"All Customers","LWB Regional Tariff","North West","Yorkshire and the Humber","36.00","58.50","1.63",""
"All Customers","XLWB Regional Tariff","North West","North East","40.00","65.00","1.63",""
"All Customers","Luton Regional Tariff","North West","Greater London","60.00","97.50","1.63",""
"All Customers","Luton Regional Tariff","North West","South East","60.00","97.50","1.63",""
"All Customers","SWB Regional Tariff","South East","South East","36.00","58.50","1.63",""
"All Customers","LWB Regional Tariff","South East","East of England","40.00","65.00","1.63",""
"All Customers","Luton Regional Tariff","South East","North West","68.00","110.50","1.63",""
"All Customers","Luton Regional Tariff","South East","Yorkshire and the Humber","68.00","110.50","1.63",""
"All Customers","LWB Regional Tariff","South West","Wales","40.00","65.00","1.63",""
"All Customers","XLWB Regional Tariff","South West","East of England","40.00","65.00","1.63",""
"All Customers","XLWB Regional Tariff","South West","Greater London","40.00","65.00","1.63",""
"All Customers","XLWB Regional Tariff","South West","North West","40.00","65.00","1.63",""
"All Customers","Luton Regional Tariff","South West","North East","68.00","110.50","1.63",""
"All Customers","Luton Regional Tariff","Wales","Scotland","68.00","110.50","1.63",""
"All Customers","LWB Regional Tariff","Yorkshire and the Humber","North West","36.00","58.50","1.63",""
"All Customers","XLWB Regional Tariff","Yorkshire and the Humber","East of England","36.00","58.50","1.63",""
"All Customers","SWB Regional Tariff","East of England","East of England","35.00","58.50","1.69",""
"All Customers","Luton Regional Tariff","East of England","Wales","65.00","110.50","1.69",""
"All Customers","Small Van Regional Tariff","Greater London","South East","26.00","44.20","1.69",""
"All Customers","LWB Regional Tariff","Greater London","East of England","38.00","65.00","1.69",""
"All Customers","Luton Regional Tariff","Greater London","Midlands","62.00","104.00","1.69",""
"All Customers","Luton Regional Tariff","Greater London","Wales","62.00","104.00","1.69",""
"All Customers","SWB Regional Tariff","Midlands","Midlands","31.00","52.00","1.69",""
"All Customers","Luton Regional Tariff","Midlands","North East","62.00","104.00","1.69",""
"All Customers","Luton Regional Tariff","North East","Wales","58.00","97.50","1.69",""
"All Customers","SWB Regional Tariff","North West","North West","28.00","48.10","1.69",""
"All Customers","Luton Regional Tariff","North West","East of England","58.00","97.50","1.69",""
"All Customers","Luton Regional Tariff","North West","South West","58.00","97.50","1.69",""
"All Customers","XLWB Regional Tariff","South West","South East","38.00","65.00","1.69",""
"All Customers","Luton Regional Tariff","South West","North West","65.00","110.50","1.69",""
"All Customers","Small Van Regional Tariff","Wales","Wales","25.00","41.60","1.69",""
"All Customers","Luton Regional Tariff","Wales","East of England","65.00","110.50","1.69",""
"All Customers","Luton Regional Tariff","Wales","North East","65.00","110.50","1.69",""
"All Customers","Luton Regional Tariff","Wales","Yorkshire and the Humber","65.00","110.50","1.69",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","South West","62.00","104.00","1.69",""
"All Customers","Luton Regional Tariff","East of England","North East","63.00","110.50","1.76",""
"All Customers","Luton Regional Tariff","East of England","South West","63.00","110.50","1.76",""
"All Customers","Luton Regional Tariff","East of England","Yorkshire and the Humber","63.00","110.50","1.76",""
"All Customers","XLWB Regional Tariff","Midlands","Greater London","41.00","71.50","1.76",""
"All Customers","Luton Regional Tariff","North East","North West","56.00","97.50","1.76",""
"All Customers","XLWB Regional Tariff","North West","Yorkshire and the Humber","37.00","65.00","1.76",""
"All Customers","Luton Regional Tariff","North West","Scotland","56.00","97.50","1.76",""
"All Customers","Luton Regional Tariff","South East","Wales","63.00","110.50","1.76",""
"All Customers","Luton Regional Tariff","South West","East of England","63.00","110.50","1.76",""
"All Customers","Luton Regional Tariff","South West","Yorkshire and the Humber","63.00","110.50","1.76",""
"All Customers","LWB Regional Tariff","Wales","South West","37.00","65.00","1.76",""
"All Customers","XLWB Regional Tariff","Yorkshire and the Humber","North West","33.00","58.50","1.76",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","Scotland","59.00","104.00","1.76",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","South East","59.00","104.00","1.76",""
"All Customers","Small Van Regional Tariff","East of England","East of England","27.00","49.40","1.82",""
"All Customers","LWB Regional Tariff","East of England","Greater London","39.00","71.50","1.82",""
"All Customers","XLWB Regional Tariff","East of England","South East","43.00","78.00","1.82",""
"All Customers","Small Van Regional Tariff","South East","Greater London","24.00","42.90","1.82",""
"All Customers","XLWB Regional Tariff","South East","East of England","43.00","78.00","1.82",""
"All Customers","SWB Regional Tariff","South West","South West","32.00","58.50","1.82",""
"All Customers","XLWB Regional Tariff","South West","Wales","36.00","65.00","1.82",""
"All Customers","SWB Regional Tariff","Wales","Wales","32.00","58.50","1.82",""
"All Customers","XLWB Regional Tariff","Wales","South West","39.00","71.50","1.82",""
"All Customers","SWB Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","29.00","52.00","1.82",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","East of England","57.00","104.00","1.82",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","Greater London","57.00","104.00","1.82",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","Wales","57.00","104.00","1.82",""
"All Customers","SWB Regional Tariff","Greater London","South East","31.00","58.50","1.87",""
"All Customers","LWB Regional Tariff","Midlands","Midlands","31.00","58.50","1.89",""
"All Customers","Luton Regional Tariff","North East","Yorkshire and the Humber","52.00","97.50","1.89",""
"All Customers","Luton Regional Tariff","North West","Midlands","52.00","97.50","1.89",""
"All Customers","Luton Regional Tariff","North West","North East","52.00","97.50","1.89",""
"All Customers","Luton Regional Tariff","South East","Midlands","59.00","110.50","1.89",""
"All Customers","Luton Regional Tariff","South West","Midlands","59.00","110.50","1.89",""
"All Customers","Luton Regional Tariff","East of England","Midlands","57.00","110.50","1.95",""
"All Customers","Luton Regional Tariff","Greater London","South West","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","Midlands","North West","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","Midlands","South East","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","Midlands","South West","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","Midlands","Wales","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","North East","Scotland","50.00","97.50","1.95",""
"All Customers","Luton Regional Tariff","North West","Wales","50.00","97.50","1.95",""
"All Customers","LWB Regional Tariff","South East","South East","33.00","65.00","1.95",""
"All Customers","XLWB Regional Tariff","Wales","Yorkshire and the Humber","37.00","71.50","1.95",""
"All Customers","Luton Regional Tariff","Wales","Midlands","57.00","110.50","1.95",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","Midlands","53.00","104.00","1.95",""
"All Customers","Luton Regional Tariff","Midlands","East of England","52.00","104.00","2.02",""
"All Customers","Luton Regional Tariff","Midlands","Yorkshire and the Humber","52.00","104.00","2.02",""
"All Customers","LWB Regional Tariff","North West","North West","29.00","58.50","2.02",""
"All Customers","SWB Regional Tariff","South East","Greater London","29.00","58.50","2.02",""
"All Customers","Luton Regional Tariff","Wales","North West","55.00","110.50","2.02",""
"All Customers","XLWB Regional Tariff","East of England","Greater London","38.00","78.00","2.08",""
"All Customers","Luton Regional Tariff","Midlands","Greater London","50.00","104.00","2.08",""
"All Customers","Luton Regional Tariff","South East","South West","53.00","110.50","2.08",""
"All Customers","Luton Regional Tariff","South West","South East","53.00","110.50","2.08",""
"All Customers","LWB Regional Tariff","Wales","Wales","31.00","65.00","2.08",""
"All Customers","Luton Regional Tariff","Wales","Greater London","53.00","110.50","2.08",""
"All Customers","Luton Regional Tariff","Wales","South East","53.00","110.50","2.08",""
"All Customers","Luton Regional Tariff","East of England","South East","52.00","110.50","2.15",""
"All Customers","Luton Regional Tariff","Greater London","East of England","48.00","104.00","2.15",""
"All Customers","7.5T Regional Tariff","Scotland","East of England","121.00","260.00","2.15",""
"All Customers","LWB Regional Tariff","Greater London","South East","29.00","65.00","2.21",""
"All Customers","XLWB Regional Tariff","North West","North West","29.00","65.00","2.21",""
"All Customers","LWB Regional Tariff","Scotland","Scotland","32.00","71.50","2.21",""
"All Customers","LWB Regional Tariff","South West","South West","29.00","65.00","2.21",""
"All Customers","Luton Regional Tariff","South West","Greater London","50.00","110.50","2.21",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","North East","47.00","104.00","2.21",""
"All Customers","LWB Regional Tariff","East of England","East of England","31.00","71.50","2.28",""
"All Customers","XLWB Regional Tariff","Greater London","South East","34.00","78.00","2.28",""
"All Customers","7.5T Regional Tariff","Scotland","Greater London","114.00","260.00","2.28",""
"All Customers","Luton Regional Tariff","South East","East of England","49.00","110.50","2.28",""
"All Customers","LWB Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","26.00","58.50","2.28",""
"All Customers","Luton Regional Tariff","Midlands","Midlands","44.00","104.00","2.34",""
"All Customers","Small Van Regional Tariff","North East","North East","15.00","35.10","2.34",""
"All Customers","Luton Regional Tariff","North West","Yorkshire and the Humber","42.00","97.50","2.34",""
"All Customers","7.5T Regional Tariff","Scotland","South West","111.00","260.00","2.34",""
"All Customers","7.5T Regional Tariff","Scotland","Yorkshire and the Humber","111.00","260.00","2.34",""
"All Customers","XLWB Regional Tariff","South East","North East","33.00","78.00","2.34",""
"All Customers","XLWB Regional Tariff","South East","South East","33.00","78.00","2.34",""
"All Customers","XLWB Regional Tariff","South West","South West","28.00","65.00","2.34",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","North West","44.00","104.00","2.34",""
"All Customers","XLWB Regional Tariff","East of England","East of England","32.00","78.00","2.41",""
"All Customers","7.5T Regional Tariff","Scotland","Midlands","108.00","260.00","2.41",""
"All Customers","7.5T Regional Tariff","Scotland","Wales","108.00","260.00","2.41",""
"All Customers","XLWB Regional Tariff","Scotland","Scotland","32.00","78.00","2.41",""
"All Customers","Luton Regional Tariff","East of England","Greater London","45.00","110.50","2.47",""
"All Customers","40FT Regional Tariff","Scotland","Midlands","158.00","390.00","2.47",""
"All Customers","40FT Regional Tariff","Scotland","South East","158.00","390.00","2.47",""
"All Customers","7.5T Regional Tariff","Scotland","South East","105.00","260.00","2.47",""
"All Customers","XLWB Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","24.00","58.50","2.47",""
"All Customers","Luton Regional Tariff","Wales","Wales","44.00","110.50","2.54",""
"All Customers","7.5T Regional Tariff","East of England","Scotland","130.00","338.00","2.60",""
"All Customers","Luton Regional Tariff","North West","North West","38.00","97.50","2.60",""
"All Customers","18T Regional Tariff","Scotland","Midlands","125.00","325.00","2.60",""
"All Customers","Luton Regional Tariff","Scotland","Scotland","48.00","123.50","2.60",""
"All Customers","LWB Regional Tariff","South East","Greater London","25.00","65.00","2.60",""
"All Customers","Luton Regional Tariff","South West","Wales","43.00","110.50","2.60",""
"All Customers","7.5T Regional Tariff","Wales","Scotland","100.00","260.00","2.60",""
"All Customers","XLWB Regional Tariff","Wales","Wales","28.00","71.50","2.60",""
"All Customers","Luton Regional Tariff","South East","South East","41.00","110.50","2.67",""
"All Customers","7.5T Regional Tariff","South West","North East","107.00","286.00","2.67",""
"All Customers","7.5T Regional Tariff","South West","Scotland","107.00","286.00","2.67",""
"All Customers","XLWB Regional Tariff","Midlands","Midlands","26.00","71.50","2.73",""
"All Customers","7.5T Regional Tariff","North East","South East","114.00","312.00","2.73",""
"All Customers","LWB Regional Tariff","North East","North East","21.00","58.50","2.73",""
"All Customers","18T Regional Tariff","Scotland","South East","119.00","325.00","2.73",""
"All Customers","40FT Regional Tariff","Scotland","Greater London","143.00","390.00","2.73",""
"All Customers","40FT Regional Tariff","Scotland","South West","143.00","390.00","2.73",""
"All Customers","40FT Regional Tariff","Scotland","Yorkshire and the Humber","143.00","390.00","2.73",""
"All Customers","7.5T Regional Tariff","Greater London","North East","98.00","273.00","2.80",""
"All Customers","7.5T Regional Tariff","North East","South West","112.00","312.00","2.80",""
"All Customers","18T Regional Tariff","Scotland","North West","116.00","325.00","2.80",""
"All Customers","18T Regional Tariff","Scotland","Yorkshire and the Humber","116.00","325.00","2.80",""
"All Customers","40FT Regional Tariff","Scotland","North West","140.00","390.00","2.80",""
"All Customers","40FT Regional Tariff","Scotland","Wales","140.00","390.00","2.80",""
"All Customers","7.5T Regional Tariff","South West","Yorkshire and the Humber","102.00","286.00","2.80",""
"All Customers","7.5T Regional Tariff","Wales","North East","93.00","260.00","2.80",""
"All Customers","Luton Regional Tariff","Wales","South West","40.00","110.50","2.80",""
"All Customers","7.5T Regional Tariff","East of England","North East","118.00","338.00","2.86",""
"All Customers","SWB Regional Tariff","North East","North East","18.00","52.00","2.86",""
"All Customers","18T Regional Tariff","Scotland","Greater London","114.00","325.00","2.86",""
"All Customers","40FT Regional Tariff","Scotland","East of England","136.00","390.00","2.86",""
"All Customers","7.5T Regional Tariff","South East","North East","91.00","260.00","2.86",""
"All Customers","7.5T Regional Tariff","South East","Scotland","91.00","260.00","2.86",""
"All Customers","XLWB Regional Tariff","South East","Greater London","27.00","78.00","2.86",""
"All Customers","7.5T Regional Tariff","East of England","North West","116.00","338.00","2.93",""
"All Customers","18T Regional Tariff","Scotland","East of England","111.00","325.00","2.93",""
"All Customers","18T Regional Tariff","Scotland","Wales","111.00","325.00","2.93",""
"All Customers","7.5T Regional Tariff","Scotland","North West","89.00","260.00","2.93",""
"All Customers","7.5T Regional Tariff","South West","North West","98.00","286.00","2.93",""
"All Customers","18T Regional Tariff","Wales","North East","111.00","325.00","2.93",""
"All Customers","40FT Regional Tariff","East of England","Scotland","143.00","429.00","2.99",""
"All Customers","7.5T Regional Tariff","Greater London","North West","91.00","273.00","2.99",""
"All Customers","7.5T Regional Tariff","Greater London","Scotland","91.00","273.00","2.99",""
"All Customers","7.5T Regional Tariff","Midlands","Scotland","80.00","240.50","2.99",""
"All Customers","18T Regional Tariff","North East","Wales","109.00","325.00","2.99",""
"All Customers","40FT Regional Tariff","North East","South West","130.00","390.00","2.99",""
"All Customers","7.5T Regional Tariff","North East","Midlands","104.00","312.00","2.99",""
"All Customers","7.5T Regional Tariff","North East","East of England","104.00","312.00","2.99",""
"All Customers","7.5T Regional Tariff","North East","Wales","104.00","312.00","2.99",""
"All Customers","18T Regional Tariff","Scotland","North East","109.00","325.00","2.99",""
"All Customers","18T Regional Tariff","Scotland","South West","109.00","325.00","2.99",""
"All Customers","7.5T Regional Tariff","South East","North West","87.00","260.00","2.99",""
"All Customers","7.5T Regional Tariff","South East","Yorkshire and the Humber","87.00","260.00","2.99",""
"All Customers","7.5T Regional Tariff","Wales","East of England","87.00","260.00","2.99",""
"All Customers","Luton Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","35.00","104.00","2.99",""
"All Customers","18T Regional Tariff","East of England","North West","100.00","305.50","3.06",""
"All Customers","18T Regional Tariff","East of England","Scotland","100.00","305.50","3.06",""
"All Customers","40FT Regional Tariff","South East","Scotland","128.00","390.00","3.06",""
"All Customers","18T Regional Tariff","South West","Scotland","111.00","338.00","3.06",""
"All Customers","7.5T Regional Tariff","South West","East of England","94.00","286.00","3.06",""
"All Customers","18T Regional Tariff","Wales","Scotland","106.00","325.00","3.06",""
"All Customers","40FT Regional Tariff","Wales","North East","149.00","455.00","3.06",""
"All Customers","7.5T Regional Tariff","Wales","Yorkshire and the Humber","85.00","260.00","3.06",""
"All Customers","7.5T Regional Tariff","East of England","South West","108.00","338.00","3.12",""
"All Customers","7.5T Regional Tariff","East of England","Yorkshire and the Humber","108.00","338.00","3.12",""
"All Customers","18T Regional Tariff","Greater London","North East","113.00","351.00","3.12",""
"All Customers","7.5T Regional Tariff","Greater London","Yorkshire and the Humber","88.00","273.00","3.12",""
"All Customers","Luton Regional Tariff","Greater London","South East","33.00","104.00","3.12",""
"All Customers","7.5T Regional Tariff","North West","South East","77.00","240.50","3.12",""
"All Customers","7.5T Regional Tariff","Scotland","North East","83.00","260.00","3.12",""
"All Customers","18T Regional Tariff","South West","North East","108.00","338.00","3.12",""
"All Customers","40FT Regional Tariff","South West","Scotland","125.00","390.00","3.12",""
"All Customers","Luton Regional Tariff","South West","South West","35.00","110.50","3.12",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","South West","67.00","208.00","3.12",""
"All Customers","7.5T Regional Tariff","East of England","Wales","106.00","338.00","3.19",""
"All Customers","40FT Regional Tariff","Greater London","Scotland","135.00","429.00","3.19",""
"All Customers","18T Regional Tariff","North East","East of England","102.00","325.00","3.19",""
"All Customers","18T Regional Tariff","North East","Greater London","102.00","325.00","3.19",""
"All Customers","18T Regional Tariff","North East","South East","102.00","325.00","3.19",""
"All Customers","7.5T Regional Tariff","North East","Greater London","98.00","312.00","3.19",""
"All Customers","7.5T Regional Tariff","North West","Greater London","76.00","240.50","3.19",""
"All Customers","7.5T Regional Tariff","North West","South West","76.00","240.50","3.19",""
"All Customers","40FT Regional Tariff","Scotland","North East","122.00","390.00","3.19",""
"All Customers","40FT Regional Tariff","South West","North East","122.00","390.00","3.19",""
"All Customers","40FT Regional Tariff","Wales","East of England","143.00","455.00","3.19",""
"All Customers","40FT Regional Tariff","Wales","Scotland","143.00","455.00","3.19",""
"All Customers","7.5T Regional Tariff","Wales","South East","82.00","260.00","3.19",""
"All Customers","40FT Regional Tariff","East of England","North East","132.00","429.00","3.25",""
"All Customers","40FT Regional Tariff","East of England","North West","132.00","429.00","3.25",""
"All Customers","Luton Regional Tariff","East of England","East of England","34.00","110.50","3.25",""
"All Customers","40FT Regional Tariff","Greater London","North West","132.00","429.00","3.25",""
"All Customers","Small Van Regional Tariff","Greater London","Greater London","15.00","44.20","2.00",""
"All Customers","7.5T Regional Tariff","Midlands","North East","74.00","240.50","3.25",""
"All Customers","7.5T Regional Tariff","Midlands","Wales","74.00","240.50","3.25",""
"All Customers","40FT Regional Tariff","North East","Greater London","120.00","390.00","3.25",""
"All Customers","40FT Regional Tariff","North East","South East","120.00","390.00","3.25",""
"All Customers","7.5T Regional Tariff","North East","North West","96.00","312.00","3.25",""
"All Customers","7.5T Regional Tariff","North East","Scotland","96.00","312.00","3.25",""
"All Customers","XLWB Regional Tariff","North East","North East","22.00","71.50","3.25",""
"All Customers","7.5T Regional Tariff","North West","East of England","74.00","240.50","3.25",""
"All Customers","7.5T Regional Tariff","North West","Scotland","74.00","240.50","3.25",""
"All Customers","18T Regional Tariff","South East","North East","104.00","338.00","3.25",""
"All Customers","18T Regional Tariff","South East","North West","104.00","338.00","3.25",""
"All Customers","18T Regional Tariff","South East","Scotland","104.00","338.00","3.25",""
"All Customers","40FT Regional Tariff","South East","North East","120.00","390.00","3.25",""
"All Customers","40FT Regional Tariff","South West","North West","120.00","390.00","3.25",""
"All Customers","18T Regional Tariff","Wales","Yorkshire and the Humber","100.00","325.00","3.25",""
"All Customers","7.5T Regional Tariff","Wales","Midlands","80.00","260.00","3.25",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","South East","64.00","208.00","3.25",""
"All Customers","40FT Regional Tariff","Greater London","North East","129.00","429.00","3.32",""
"All Customers","40FT Regional Tariff","North East","East of England","118.00","390.00","3.32",""
"All Customers","7.5T Regional Tariff","North West","North East","73.00","240.50","3.32",""
"All Customers","7.5T Regional Tariff","South East","Wales","78.00","260.00","3.32",""
"All Customers","18T Regional Tariff","South West","North West","102.00","338.00","3.32",""
"All Customers","18T Regional Tariff","South West","Yorkshire and the Humber","102.00","338.00","3.32",""
"All Customers","40FT Regional Tariff","Wales","Yorkshire and the Humber","137.00","455.00","3.32",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","Wales","63.00","208.00","3.32",""
"All Customers","18T Regional Tariff","East of England","South West","90.00","305.50","3.38",""
"All Customers","18T Regional Tariff","Greater London","North West","104.00","351.00","3.38",""
"All Customers","18T Regional Tariff","Greater London","Scotland","104.00","351.00","3.38",""
"All Customers","7.5T Regional Tariff","Midlands","North West","71.00","240.50","3.38",""
"All Customers","7.5T Regional Tariff","Midlands","South West","71.00","240.50","3.38",""
"All Customers","40FT Regional Tariff","South East","North West","115.00","390.00","3.38",""
"All Customers","Luton Regional Tariff","South East","Greater London","33.00","110.50","3.38",""
"All Customers","7.5T Regional Tariff","Wales","Greater London","77.00","260.00","3.38",""
"All Customers","7.5T Regional Tariff","Wales","North West","77.00","260.00","3.38",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","East of England","62.00","208.00","3.38",""
"All Customers","18T Regional Tariff","East of England","North East","89.00","305.50","3.45",""
"All Customers","7.5T Regional Tariff","Greater London","Wales","79.00","273.00","3.45",""
"All Customers","40FT Regional Tariff","Midlands","Scotland","113.00","390.00","3.45",""
"All Customers","18T Regional Tariff","North East","Midlands","94.00","325.00","3.45",""
"All Customers","18T Regional Tariff","North West","East of England","87.00","299.00","3.45",""
"All Customers","18T Regional Tariff","South East","Yorkshire and the Humber","98.00","338.00","3.45",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","Scotland","60.00","208.00","3.46",""
"All Customers","40FT Regional Tariff","Greater London","Yorkshire and the Humber","122.00","429.00","3.51",""
"All Customers","18T Regional Tariff","Midlands","Scotland","74.00","260.00","3.51",""
"All Customers","18T Regional Tariff","North East","South West","93.00","325.00","3.51",""
"All Customers","40FT Regional Tariff","South West","Yorkshire and the Humber","130.00","455.00","3.51",""
"All Customers","7.5T Regional Tariff","South West","Midlands","81.00","286.00","3.51",""
"All Customers","18T Regional Tariff","Greater London","Yorkshire and the Humber","98.00","351.00","3.58",""
"All Customers","40FT Regional Tariff","North East","Midlands","109.00","390.00","3.58",""
"All Customers","40FT Regional Tariff","North East","Wales","109.00","390.00","3.58",""
"All Customers","18T Regional Tariff","North West","Greater London","84.00","299.00","3.58",""
"All Customers","40FT Regional Tariff","North West","East of England","91.00","325.00","3.58",""
"All Customers","40FT Regional Tariff","North West","South East","91.00","325.00","3.58",""
"All Customers","40FT Regional Tariff","South East","Yorkshire and the Humber","109.00","390.00","3.58",""
"All Customers","7.5T Regional Tariff","South East","Midlands","73.00","260.00","3.58",""
"All Customers","40FT Regional Tariff","Wales","North West","127.00","455.00","3.58",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","Scotland","95.00","338.00","3.58",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","North East","58.00","208.00","3.60",""
"All Customers","18T Regional Tariff","East of England","Wales","84.00","305.50","3.64",""
"All Customers","40FT Regional Tariff","East of England","Yorkshire and the Humber","118.00","429.00","3.64",""
"All Customers","18T Regional Tariff","Greater London","Wales","96.00","351.00","3.64",""
"All Customers","7.5T Regional Tariff","Greater London","South West","75.00","273.00","3.64",""
"All Customers","18T Regional Tariff","Midlands","North East","71.00","260.00","3.64",""
"All Customers","7.5T Regional Tariff","North East","Yorkshire and the Humber","86.00","312.00","3.64",""
"All Customers","18T Regional Tariff","North West","South East","82.00","299.00","3.64",""
"All Customers","40FT Regional Tariff","North West","Greater London","89.00","325.00","3.64",""
"All Customers","7.5T Regional Tariff","North West","Wales","66.00","240.50","3.64",""
"All Customers","18T Regional Tariff","South East","Wales","93.00","338.00","3.64",""
"All Customers","18T Regional Tariff","South West","East of England","93.00","338.00","3.64",""
"All Customers","7.5T Regional Tariff","South West","Greater London","79.00","286.00","3.64",""
"All Customers","18T Regional Tariff","Wales","North West","89.00","325.00","3.64",""
"All Customers","18T Regional Tariff","Wales","South East","89.00","325.00","3.64",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","South West","93.00","338.00","3.64",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","Scotland","125.00","455.00","3.64",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","Greater London","57.00","208.00","3.64",""
"All Customers","18T Regional Tariff","East of England","Yorkshire and the Humber","82.00","305.50","3.71",""
"All Customers","7.5T Regional Tariff","Greater London","Midlands","74.00","273.00","3.71",""
"All Customers","18T Regional Tariff","North West","Scotland","81.00","299.00","3.71",""
"All Customers","18T Regional Tariff","North West","South West","81.00","299.00","3.71",""
"All Customers","7.5T Regional Tariff","South East","South West","70.00","260.00","3.71",""
"All Customers","40FT Regional Tariff","Wales","South East","123.00","455.00","3.71",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","South East","123.00","455.00","3.71",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","South West","123.00","455.00","3.71",""
"All Customers","7.5T Regional Tariff","East of England","Midlands","90.00","338.00","3.77",""
"All Customers","40FT Regional Tariff","North East","North West","103.00","390.00","3.77",""
"All Customers","7.5T Regional Tariff","North West","Midlands","64.00","240.50","3.77",""
"All Customers","18T Regional Tariff","Wales","Greater London","86.00","325.00","3.77",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","South East","90.00","338.00","3.77",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","Greater London","121.00","455.00","3.77",""
"All Customers","40FT Regional Tariff","South West","Midlands","102.00","390.00","3.84",""
"All Customers","40FT Regional Tariff","East of England","South West","110.00","429.00","3.90",""
"All Customers","40FT Regional Tariff","East of England","Wales","110.00","429.00","3.90",""
"All Customers","40FT Regional Tariff","Greater London","Midlands","110.00","429.00","3.90",""
"All Customers","SWB Regional Tariff","Greater London","Greater London","15.00","58.50","2.20",""
"All Customers","7.5T Regional Tariff","Midlands","East of England","62.00","240.50","3.90",""
"All Customers","7.5T Regional Tariff","Midlands","Yorkshire and the Humber","62.00","240.50","3.90",""
