"customer","tariff","from_region","to_region","price","cost","col6","col7"
"All Customers","18T Regional Tariff","North East","North West","83.00","325.00","3.90",""
"All Customers","18T Regional Tariff","North West","North East","77.00","299.00","3.90",""
"All Customers","40FT Regional Tariff","North West","South West","83.00","325.00","3.90",""
"All Customers","7.5T Regional Tariff","South East","East of England","67.00","260.00","3.90",""
"All Customers","18T Regional Tariff","South West","Midlands","87.00","338.00","3.90",""
"All Customers","18T Regional Tariff","Wales","Midlands","83.00","325.00","3.90",""
"All Customers","40FT Regional Tariff","Wales","Greater London","117.00","455.00","3.90",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","Wales","87.00","338.00","3.90",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","Midlands","53.00","208.00","3.90",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","East of England","85.00","338.00","3.97",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","Greater London","85.00","338.00","3.97",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","East of England","115.00","455.00","3.97",""
"All Customers","40FT Regional Tariff","East of England","Midlands","106.00","429.00","4.03",""
"All Customers","40FT Regional Tariff","Greater London","South West","106.00","429.00","4.03",""
"All Customers","40FT Regional Tariff","Greater London","Wales","106.00","429.00","4.03",""
"All Customers","7.5T Regional Tariff","Midlands","South East","60.00","240.50","4.03",""
"All Customers","40FT Regional Tariff","South West","East of England","97.00","390.00","4.03",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","Wales","113.00","455.00","4.03",""
"All Customers","7.5T Regional Tariff","East of England","South East","83.00","338.00","4.10",""
"All Customers","18T Regional Tariff","Midlands","Wales","63.00","260.00","4.10",""
"All Customers","18T Regional Tariff","North West","Wales","73.00","299.00","4.10",""
"All Customers","40FT Regional Tariff","North West","Scotland","79.00","325.00","4.10",""
"All Customers","40FT Regional Tariff","Wales","Midlands","111.00","455.00","4.10",""
"All Customers","18T Regional Tariff","Greater London","Midlands","84.00","351.00","4.16",""
"All Customers","18T Regional Tariff","North East","Scotland","78.00","325.00","4.16",""
"All Customers","40FT Regional Tariff","North West","North East","78.00","325.00","4.16",""
"All Customers","40FT Regional Tariff","North West","Wales","78.00","325.00","4.16",""
"All Customers","7.5T Regional Tariff","Wales","South West","63.00","260.00","4.16",""
"All Customers","18T Regional Tariff","East of England","Midlands","72.00","305.50","4.23",""
"All Customers","LWB Regional Tariff","Greater London","Greater London","15.00","65.00","2.60",""
"All Customers","18T Regional Tariff","South East","South West","80.00","338.00","4.23",""
"All Customers","18T Regional Tariff","Wales","East of England","77.00","325.00","4.23",""
"All Customers","18T Regional Tariff","Midlands","North West","61.00","260.00","4.26",""
"All Customers","18T Regional Tariff","Midlands","East of England","61.00","260.00","4.29",""
"All Customers","18T Regional Tariff","Midlands","South West","61.00","260.00","4.29",""
"All Customers","40FT Regional Tariff","North East","Yorkshire and the Humber","91.00","390.00","4.29",""
"All Customers","7.5T Regional Tariff","North West","Yorkshire and the Humber","56.00","240.50","4.29",""
"All Customers","18T Regional Tariff","South East","Midlands","79.00","338.00","4.29",""
"All Customers","40FT Regional Tariff","South East","Midlands","91.00","390.00","4.29",""
"All Customers","18T Regional Tariff","South West","South East","79.00","338.00","4.29",""
"All Customers","40FT Regional Tariff","South West","South East","91.00","390.00","4.29",""
"All Customers","18T Regional Tariff","North East","Yorkshire and the Humber","75.00","325.00","4.36",""
"All Customers","18T Regional Tariff","Midlands","South East","59.00","260.00","4.42",""
"All Customers","18T Regional Tariff","Midlands","Yorkshire and the Humber","59.00","260.00","4.42",""
"All Customers","40FT Regional Tariff","Midlands","East of England","88.00","390.00","4.42",""
"All Customers","40FT Regional Tariff","Midlands","North West","88.00","390.00","4.42",""
"All Customers","40FT Regional Tariff","Midlands","South East","88.00","390.00","4.42",""
"All Customers","40FT Regional Tariff","Midlands","South West","88.00","390.00","4.42",""
"All Customers","40FT Regional Tariff","North East","Scotland","88.00","390.00","4.42",""
"All Customers","Luton Regional Tariff","North East","North East","22.00","97.50","4.42",""
"All Customers","7.5T Regional Tariff","South West","South East","65.00","286.00","4.42",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","North East","76.00","338.00","4.42",""
"All Customers","40FT Regional Tariff","Midlands","Yorkshire and the Humber","87.00","390.00","4.49",""
"All Customers","18T Regional Tariff","North West","Midlands","67.00","299.00","4.49",""
"All Customers","18T Regional Tariff","South West","Wales","75.00","338.00","4.49",""
"All Customers","40FT Regional Tariff","South West","Greater London","87.00","390.00","4.49",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","North West","46.00","208.00","4.50",""
"All Customers","40FT Regional Tariff","Midlands","Greater London","86.00","390.00","4.55",""
"All Customers","40FT Regional Tariff","Midlands","Wales","86.00","390.00","4.55",""
"All Customers","7.5T Regional Tariff","Midlands","Greater London","53.00","240.50","4.55",""
"All Customers","40FT Regional Tariff","North West","Midlands","71.00","325.00","4.55",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","Midlands","74.00","338.00","4.55",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","Midlands","100.00","455.00","4.55",""
"All Customers","18T Regional Tariff","Greater London","South West","75.00","351.00","4.68",""
"All Customers","40FT Regional Tariff","South East","South West","83.00","390.00","4.68",""
"All Customers","40FT Regional Tariff","South East","Wales","83.00","390.00","4.68",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","North East","97.00","455.00","4.68",""
"All Customers","40FT Regional Tariff","Midlands","North East","82.00","390.00","4.75",""
"All Customers","18T Regional Tariff","East of England","South East","64.00","305.50","4.81",""
"All Customers","7.5T Regional Tariff","Greater London","East of England","57.00","273.00","4.81",""
"All Customers","18T Regional Tariff","South East","East of England","69.00","338.00","4.88",""
"All Customers","40FT Regional Tariff","South East","East of England","80.00","390.00","4.88",""
"All Customers","18T Regional Tariff","Wales","South West","67.00","325.00","4.88",""
"All Customers","XLWB Regional Tariff","Greater London","Greater London","16.00","78.00","2.80",""
"All Customers","18T Regional Tariff","Midlands","Greater London","53.00","260.00","4.94",""
"All Customers","18T Regional Tariff","South West","Greater London","68.00","338.00","4.94",""
"All Customers","40FT Regional Tariff","East of England","South East","85.00","429.00","5.07",""
"All Customers","7.5T Regional Tariff","South East","South East","51.00","260.00","5.07",""
"All Customers","7.5T Regional Tariff","East of England","Greater London","65.00","338.00","5.20",""
"All Customers","7.5T Regional Tariff","South West","Wales","55.00","286.00","5.20",""
"All Customers","7.5T Regional Tariff","South West","South West","55.00","286.00","5.20",""
"All Customers","40FT Regional Tariff","Wales","South West","88.00","455.00","5.20",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","North West","65.00","338.00","5.20",""
"All Customers","40FT Regional Tariff","Greater London","East of England","80.00","429.00","5.33",""
"All Customers","18T Regional Tariff","North West","Yorkshire and the Humber","56.00","299.00","5.33",""
"All Customers","40FT Regional Tariff","South West","Wales","73.00","390.00","5.33",""
"All Customers","7.5T Regional Tariff","Midlands","Midlands","44.00","240.50","5.46",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","North West","83.00","455.00","5.46",""
"All Customers","Luton Regional Tariff","Greater London","Greater London","19.00","104.00","3.00",""
"All Customers","18T Regional Tariff","Greater London","East of England","63.00","351.00","5.59",""
"All Customers","18T Regional Tariff","South East","South East","60.00","338.00","5.59",""
"All Customers","40FT Regional Tariff","North West","Yorkshire and the Humber","57.00","325.00","5.72",""
"All Customers","40FT Regional Tariff","South East","South East","68.00","390.00","5.72",""
"All Customers","7.5T Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","36.00","208.00","5.72",""
"All Customers","40FT Regional Tariff","East of England","Greater London","72.00","429.00","5.98",""
"All Customers","7.5T Regional Tariff","East of England","East of England","54.00","338.00","6.24",""
"All Customers","18T Regional Tariff","Midlands","Midlands","42.00","260.00","6.24",""
"All Customers","7.5T Regional Tariff","Greater London","South East","42.00","273.00","6.50",""
"All Customers","7.5T Regional Tariff","North West","North West","37.00","240.50","6.50",""
"All Customers","18T Regional Tariff","Scotland","Scotland","50.00","325.00","6.50",""
"All Customers","7.5T Regional Tariff","Scotland","Scotland","40.00","260.00","6.50",""
"All Customers","7.5T Regional Tariff","Wales","Wales","40.00","260.00","6.50",""
"All Customers","18T Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","52.00","338.00","6.50",""
"All Customers","18T Regional Tariff","East of England","Greater London","46.00","305.50","6.63",""
"All Customers","18T Regional Tariff","Wales","Wales","46.00","325.00","7.02",""
"All Customers","40FT Regional Tariff","Midlands","Midlands","55.00","390.00","7.15",""
"All Customers","18T Regional Tariff","South West","South West","47.00","338.00","7.15",""
"All Customers","40FT Regional Tariff","Yorkshire and the Humber","Yorkshire and the Humber","64.00","455.00","7.15",""
"All Customers","40FT Regional Tariff","Greater London","South East","59.00","429.00","7.28",""
"All Customers","40FT Regional Tariff","Wales","Wales","63.00","455.00","7.28",""
"All Customers","40FT Regional Tariff","South West","South West","62.00","455.00","7.35",""
"All Customers","7.5T Regional Tariff","South East","Greater London","35.00","260.00","7.41",""
"All Customers","18T Regional Tariff","North West","North West","40.00","299.00","7.54",""
"All Customers","18T Regional Tariff","Greater London","South East","45.00","351.00","7.80",""
"All Customers","40FT Regional Tariff","Scotland","Scotland","50.00","390.00","7.80",""
"All Customers","18T Regional Tariff","East of England","East of England","38.00","305.50","8.06",""
"All Customers","40FT Regional Tariff","North West","North West","40.00","325.00","8.19",""
"All Customers","7.5T Regional Tariff","North East","North East","37.00","312.00","8.45",""
"All Customers","40FT Regional Tariff","South East","Greater London","46.00","390.00","8.45",""
"All Customers","18T Regional Tariff","South East","Greater London","38.00","338.00","8.84",""
"All Customers","40FT Regional Tariff","East of England","East of England","47.00","429.00","9.10",""
"All Customers","18T Regional Tariff","North East","North East","34.00","325.00","9.49",""
"All Customers","7.5T Regional Tariff","Greater London","Greater London","23.00","273.00","11.70",""
"All Customers","40FT Regional Tariff","North East","North East","33.00","390.00","11.70",""
"All Customers","18T Regional Tariff","Greater London","Greater London","28.00","351.00","12.35",""
"All Customers","40FT Regional Tariff","Greater London","Greater London","33.00","429.00","13.00",""
